ID,Age,Income,EducationLevel,WorkExperience,Satisfaction,SpendingHabits,Region,PurchaseFrequency,ProductCategory,Score1,Score2,Score3,Score4,Score5,Group
56,60,81466.64620861875,High School,58,42,45547.656242888675,West,Monthly,Food,52582.27323928662,65984.84873377773,59548.120042838345,27179.273068492803,65579.306130093,A
43,61,56622.382404035634,Bachelor,24,31,47763.12722301053,East,Yearly,Books,62466.294620822766,59219.7609434867,28304.5802154457,87136.250839597,40886.99247535088,B
38,19,18983.85930491775,Bachelor,47,43,35699.40067893168,North,Monthly,Electronics,68132.86536164445,49882.83793420787,34936.67205690586,59188.96546512646,58657.056755159225,A
47,42,38502.171827665166,High School,50,56,25511.6645967854,West,Monthly,Food,38397.47924871587,61880.80974026925,59929.74282190737,10478.019826931668,77156.66167272432,B
38,56,98675.31630259799,PhD,62,36,15343.120894710548,East,Monthly,Clothing,45232.891053966545,79466.90398305393,10862.084835758396,46806.54625938983,39459.81302734304,C
23,48,44591.19655965359,Master,28,36,32625.541003639315,North,Monthly,Clothing,45487.60212078228,32122.82383575943,58492.108373118004,29954.272798454967,7166.056396338419,A
23,19,88628.91055830184,Master,64,62,43459.47891724747,South,Monthly,Electronics,36643.58311016802,48890.95996458269,60813.80258481005,38524.91915548414,86250.81885178447,C
40,20,74605.72971379003,Master,29,64,10188.423339536304,West,Weekly,Electronics,43634.21156246195,65453.84155303846,38983.74005801599,38300.64293074671,61898.85295419205,A
38,44,50828.43965821866,Bachelor,22,24,17679.939207978594,West,Rarely,Clothing,52375.976469656736,40455.809848823075,46332.476735103286,96427.13646446269,45299.54071836188,C
33,29,45688.05119455192,Bachelor,18,43,84450.22803585394,West,Rarely,Food,56396.503444844464,35855.406813896014,47472.02511497792,35596.22888142409,24135.81909424183,B
41,64,39520.09130314243,Master,35,23,59698.31434480244,North,Yearly,Electronics,60079.9519132492,64709.19109728306,49174.89146007016,60591.254200841824,53973.66585542956,A
36,43,60277.17610975812,PhD,51,61,35252.91243283109,South,Rarely,Electronics,46324.818318886835,82804.55411463135,79706.67267122977,69484.66482007841,35778.17180834694,B
48,46,63075.1634081261,Master,24,29,54697.73286916226,East,Rarely,Food,50218.08613041817,85370.17029635077,13836.976097852094,78735.49097506335,60518.98708494764,C
29,30,51136.05318391021,PhD,34,47,41316.49001105784,South,Rarely,Books,9700.712223431394,32414.430841241672,71250.1646116322,50519.42813513068,47394.92406130181,C
38,51,54878.99110645068,Bachelor,26,61,25035.73630463793,East,Weekly,Books,31353.237908659008,67333.92180954549,67264.64247218477,47326.58802619276,59513.772298158656,C
19,36,66335.26699747962,Master,22,49,70828.93387961984,East,Yearly,Food,57125.56316252785,78324.58068004611,43366.86020459018,50433.970536863024,64895.002852129284,C
25,47,85549.56821010106,Master,58,44,75469.82812281312,North,Monthly,Food,34469.641528717424,4077.0781787629603,75297.63164922426,81521.58257068922,47998.33390929803,A
50,43,36459.314258906204,PhD,51,23,44899.48755435893,North,Monthly,Electronics,39386.44593961959,72417.05734770329,26637.695737731134,56013.945643912826,62757.99733756162,A
63,58,56904.5509223069,High School,43,45,54789.32625234623,South,Monthly,Books,62378.41483646304,65938.04805664351,44807.75177642951,30332.28084618587,21317.43864314457,C
23,27,12168.24387693721,Master,53,64,52462.28650992439,North,Rarely,Books,39302.77550636542,92148.78194051818,47769.288974839015,82645.00625876748,21683.039505598095,B
44,53,37124.66926895392,High School,37,28,39860.59238106954,West,Rarely,Food,37067.27318344884,61892.70078510567,50429.83123434237,64895.638013484866,70918.0878710801,C
55,41,38176.69925059716,Master,37,54,18159.57400906741,North,Monthly,Books,57835.186867812015,78455.05352692713,40451.28904893716,51420.46425571236,60684.95101487203,A
42,23,56018.70043503421,Bachelor,48,45,58834.425403212634,West,Weekly,Food,58775.14599749999,16750.328321498077,45896.077066045524,57902.345335780235,42236.395376123335,A
52,22,60713.166106678655,High School,60,35,60708.54526363923,West,Yearly,Food,35415.3745836815,45969.500971730624,46520.863050076136,40120.72839527407,71227.88939246442,C
35,61,55208.32335592049,Master,19,36,43853.27340712818,West,Weekly,Electronics,68542.90806958346,54726.394280720546,40213.952586021835,20725.918207222054,80342.590478755,B
64,63,72360.84727802966,Master,43,23,59901.09119297893,East,Monthly,Food,45741.54808444441,67407.2776628249,34723.92454740353,56080.371457014546,42237.74509489703,B
25,57,52614.16179098418,PhD,64,33,75810.0522692381,East,Weekly,Books,47552.023158488955,45259.506026007235,58318.14228196848,14501.100078415147,45223.130472721976,C
55,55,72752.63691046716,High School,35,45,66121.63571151962,North,Monthly,Books,59217.47717236125,55727.993881101625,19370.33131894269,60291.19227735941,26480.6536440392,B
47,30,32536.37114601741,PhD,22,57,32101.445263173202,East,Weekly,Electronics,99927.94088395318,40743.60108553743,28695.339401506855,67388.09933910822,28456.43289356255,A
48,35,57655.529422345884,High School,29,33,52601.14455146712,West,Rarely,Food,11845.84919275403,69132.2113049445,37030.041154223836,27610.7919941895,41032.426966738734,B
42,46,65073.938194751085,PhD,25,38,43073.459887846504,South,Rarely,Books,52008.027328303986,45762.765242449736,40076.71562962943,19923.228605170854,40967.07921393536,C
54,24,53469.7812989647,PhD,26,49,63769.494686432336,East,Yearly,Food,55802.757033058275,58112.096672396176,34329.91826738187,55313.31618173586,66366.5042481111,C
33,62,57525.90925597869,Bachelor,43,30,70888.84966158502,West,Monthly,Electronics,88117.82799085489,69001.94847888465,70042.03522912538,63051.102147097394,46706.079832505464,B
60,47,91102.00282349187,High School,51,48,35707.48543933839,North,Monthly,Food,40324.82774050895,59722.30431280908,59633.02722442384,62339.69367131742,45358.31195469956,B
34,54,80928.26974494685,PhD,20,46,53753.02670412165,East,Weekly,Electronics,70864.82453301894,73512.05792507784,26492.012648314925,27804.812602363465,21370.68326467802,B
53,43,62305.40513577129,PhD,40,37,45695.46466652797,North,Rarely,Food,66403.82119649053,47512.07315999412,36198.10380303522,33916.7157971636,41342.25697499904,B
36,37,55002.003097712164,Master,29,37,56723.87995185274,West,Monthly,Food,83443.4521990375,68037.78102795314,83220.73160605578,30048.63684084656,17406.833567687732,A
40,23,18946.147128733668,Master,21,23,59278.68334532636,West,Monthly,Books,67410.09843184502,75094.83831973003,57550.29809005527,58447.52712492204,48157.06288874524,B
62,33,78397.70146219835,Master,45,37,47771.89208874482,North,Rarely,Books,47749.340946701384,24024.18619085198,51832.40902328799,38709.05129473952,50414.78616333093,B
42,55,57478.601072045945,PhD,32,35,86399.8892080338,South,Yearly,Food,52608.4437100635,94228.53766914547,21875.629122543523,52353.26811509209,70869.50673779026,C
49,51,52989.044566480756,High School,37,64,38170.23956616025,South,Yearly,Books,77831.78099157414,17233.0023014387,39048.03181228237,48820.452338072,16527.58877922885,A
34,42,43602.58466023319,Bachelor,37,22,37169.62988451127,North,Weekly,Electronics,43531.14665502543,60386.49684351556,73463.8147436317,31112.399793852266,54721.62236638971,C
55,29,52923.82207199343,PhD,55,55,25306.984276798234,North,Rarely,Clothing,83348.24251942994,42337.98531836734,35571.542694853415,16336.961501335281,74657.89951728379,C
46,50,37472.60553502294,High School,41,26,52794.52225554909,East,Yearly,Books,62399.61069647297,62932.249027325546,71375.5251307479,64119.920504744194,46109.10010678754,C
18,23,59314.972135236545,High School,40,38,57685.0381996566,East,Weekly,Clothing,33942.26575236454,11611.762380135166,44221.68759194568,80044.18887537038,81948.78844346144,A
18,20,33308.27660438159,PhD,63,54,66096.48766043928,West,Yearly,Books,66901.49649890303,30922.57287881041,57978.75837541202,21705.092074382494,55634.12889504018,C
31,56,54932.36249133813,Master,29,46,75763.87076958848,North,Weekly,Electronics,35409.37555555659,52506.423645465096,60748.743168619025,23172.294794979374,25291.82594918428,B
64,26,42263.13943178056,High School,31,34,51466.58528862357,North,Rarely,Clothing,50239.07068716852,16430.239993547017,53155.90510759749,42630.7098010553,50220.463368084325,A
31,35,19571.76293636937,Bachelor,30,36,43969.42961874702,West,Rarely,Clothing,49990.9989364049,69339.58937142567,38422.26205035823,43061.79693427537,52498.70527812906,A
52,58,54550.65377216574,PhD,35,49,2326.7435719315763,East,Rarely,Clothing,32804.94077976964,81619.71672288366,48891.09140795987,43031.92158325443,5142.006707128698,B
28,29,51059.57622463192,PhD,47,53,57458.14774643664,North,Monthly,Electronics,30837.812874544998,67457.64000528709,35208.942399261134,32352.45035858219,15253.29061792681,A
45,29,57986.89953344478,Master,48,31,43167.07644870192,South,Weekly,Electronics,60940.65215696233,51693.100313887575,30137.87344129309,42527.46913359501,27781.168007574965,C
57,55,76867.2329722448,Bachelor,37,39,74694.97674390013,West,Weekly,Electronics,20519.476007925263,49146.44905522159,53995.04779928659,47967.75020442238,35982.55892269542,C
24,63,36689.416114094194,High School,54,22,56778.74060858059,North,Weekly,Electronics,37171.51034228238,78133.35901099037,50187.42636780563,52872.79305682592,84915.01165809913,B
61,43,42001.40224597189,PhD,34,62,55538.935174612205,West,Yearly,Food,49111.40737887495,37243.79659791306,62322.128405675925,61997.496115759765,54302.42781764991,B
25,51,74494.84585199412,PhD,18,58,44769.791724318624,South,Yearly,Electronics,11654.88222549235,56476.34896049792,51666.90124880786,44857.82159337642,32464.3182842602,B
54,26,47354.50991543072,Master,38,53,60798.3258213778,North,Yearly,Clothing,86369.43289177249,42860.612740950055,50055.6725043127,51732.64849091318,51185.847072961,C
28,63,72313.21198353656,Master,21,58,44073.667260287875,South,Weekly,Food,48206.48058351539,49689.67617395992,60079.80284122742,77188.64852573784,54171.0392789307,B
32,58,27306.62370157756,High School,36,25,36263.407457524314,East,Rarely,Books,41977.58520372865,48585.05176196861,51584.629326278984,93592.06762980603,48990.98840205203,C
51,44,44793.1415100263,PhD,55,49,54826.141278958035,South,Rarely,Electronics,64679.15357086097,20810.55330290344,30672.859025991176,64205.99973579652,22958.032418036542,C
26,32,69912.8854100919,High School,18,59,43553.60742951099,East,Yearly,Clothing,46684.168585647174,80253.50759740263,47198.472277364956,35625.266579074145,60109.20741510152,B
51,33,47515.595618646716,Master,35,36,53527.607322538475,East,Yearly,Food,71894.7059704199,76388.44784068712,35108.41257264348,45419.60534110624,63225.09275108385,A
21,30,81912.2390946167,Bachelor,62,44,58307.17247559527,North,Rarely,Food,86505.13378207723,48429.0605203644,55546.88886663574,21540.030930153694,54521.02884498239,A
38,54,7202.313113969103,PhD,54,38,44739.33871681154,East,Monthly,Electronics,64825.121622693245,60190.93343727501,26180.15041456118,33860.95116071547,39921.24006019473,C
46,29,64047.55887249952,High School,20,64,25630.07517973582,East,Monthly,Clothing,65545.15139047302,75807.12112378195,42886.041953153064,73678.72468723587,48451.470113925025,B
57,59,30867.530810598244,PhD,18,55,43757.72469693497,North,Monthly,Books,54097.56703232279,51327.54581090064,28299.09729434274,68895.41454901037,76680.77404773587,B
63,27,29237.479424035504,Master,45,34,53471.11866012356,West,Weekly,Electronics,40530.001027446444,62651.62874102423,75044.10109113075,71610.6157114344,37216.43463386817,A
53,19,55631.07495424861,Master,32,28,72300.43693750106,South,Monthly,Clothing,40427.6394203873,59393.70104318623,68992.37284369241,23922.8381253653,53647.846217348684,C
18,42,35185.987398852645,Master,24,60,61128.30325500839,East,Yearly,Electronics,66751.41517241049,33752.742061859186,7692.775716806449,85450.4636808203,57769.07246896999,A
63,22,23142.81322832366,Bachelor,21,28,58341.51875108217,South,Weekly,Books,62695.587256503684,54148.11076054363,40562.39243827816,19767.70462515963,37190.956061909965,C
27,38,40731.275168384265,High School,25,20,39686.487381582265,North,Yearly,Electronics,38666.228973780344,51221.92173760037,78188.89816616921,31729.762662747817,10699.293946186837,C
30,25,42112.16570804769,High School,22,64,37441.69878233185,West,Rarely,Electronics,59845.76468535536,41174.77649845136,22170.881630732998,65883.90925783815,43182.6518946422,B
62,62,79088.4817507297,Master,47,24,27217.304132288817,West,Rarely,Books,5301.070473675129,59343.74063544743,64820.78345660883,58209.75643466727,49383.05156009356,A
44,52,66863.60191264524,High School,48,26,60804.457530708896,East,Yearly,Books,30786.89899835016,57159.249002297045,66604.7249559982,64340.82971440991,48494.46124727045,C
22,59,45009.70162546646,High School,23,36,58153.85538174958,South,Yearly,Books,35287.48974212309,80700.96074252091,47554.17321198647,52937.857724657864,4624.845248070087,A
56,56,34087.46240076408,Master,60,41,67894.66187124472,East,Weekly,Books,51757.760180884405,55268.615131482904,44780.52424373045,55922.00056049865,71660.41689386564,B
45,52,26947.823793973366,Master,33,25,62286.21043098,West,Yearly,Clothing,83528.74809966615,42490.80533929367,39325.17962001616,64933.636953489186,89030.87593728736,A
43,48,65762.44706081523,Master,22,18,55749.260555983776,West,Weekly,Clothing,49188.91705170981,6659.638578029946,70642.06623356475,89356.53983570525,50133.154876587985,A
18,63,35498.841792823274,Bachelor,19,23,32604.85192561804,North,Yearly,Books,64526.67521082,60430.79763532607,46203.15768745442,73978.054660113,78338.96279408927,C
36,23,73677.62751896642,Master,38,42,63442.73294245097,South,Yearly,Food,73117.49879269724,48680.987860470326,56657.25292527297,59892.01733022115,39704.01443705174,C
39,22,34922.87276583519,High School,23,51,59139.12769797085,East,Monthly,Clothing,58192.85349888899,54677.139480510625,59272.06427659187,63994.20801935531,82295.24861090811,A
34,27,61419.95606744442,Bachelor,37,38,50872.421474643554,South,Rarely,Books,84023.11234944011,61648.95965784353,45765.17986669238,38047.776336356954,5584.386269486684,A
39,20,37057.58308369455,High School,25,19,43877.07882197368,South,Yearly,Food,53946.41502839839,70504.67372147171,47360.80136286401,49741.98397764612,61864.394888046794,B
39,29,56784.24314411998,High School,63,28,67165.15749358696,East,Weekly,Electronics,37748.52915003554,54030.546385088055,64038.52976266529,34143.175215559626,30421.121271506665,B
32,36,64033.62363206467,PhD,53,24,30645.040107277848,South,Yearly,Electronics,26872.468128693396,58393.22218140946,26648.386585746055,67074.42724536949,55377.48297511796,C
62,49,60476.96977789694,PhD,52,62,34353.4844389104,West,Yearly,Food,57308.216565686824,54376.96229714672,90683.69730484113,74564.00408342248,67583.96553607081,B
36,33,70681.52026759769,PhD,26,51,49150.82455376598,North,Rarely,Clothing,44666.84091176851,50509.296833328364,31758.80516422192,67585.1305393401,62614.51810836903,B
29,60,61865.748259202715,High School,56,47,4052.1299248342402,South,Monthly,Books,64558.11965757748,49401.5544482344,33773.77763759319,63485.94185345806,35058.20407522332,B
47,20,66827.30420479875,PhD,51,24,82614.14943651247,North,Weekly,Electronics,10138.774985333228,81731.32706973104,29091.483881750893,50380.30791521441,55732.07673742749,A
63,44,37941.529683023386,PhD,20,45,14175.330200454191,North,Yearly,Clothing,46959.96219747912,30327.504279514127,28473.127406872896,74562.6423251267,68208.65791117065,C
51,40,68052.61807454916,Bachelor,61,58,64462.286006427465,South,Monthly,Food,35083.36707562691,46567.79120532622,49583.66309592607,60765.15746636747,46934.4042241704,C
58,42,58430.94344506498,Bachelor,40,52,70435.12201998837,East,Monthly,Clothing,24169.648949637405,87017.10655498152,68346.43936811216,51120.713451976015,46939.857380681446,B
46,55,64146.948548038155,Master,27,54,39626.55552730177,South,Rarely,Food,78296.48405980396,33008.311374115205,52771.76721430268,75611.88878218055,31237.940286706016,B
63,19,29714.575821660706,PhD,45,25,28128.345390074814,South,Monthly,Food,48130.63219299904,31609.402243379536,53356.255416812564,34696.18608718314,40301.36573639204,C
42,57,58507.36023971428,Bachelor,26,53,77035.53104525959,East,Yearly,Clothing,11390.650701697821,56571.600233328034,67074.44455140617,59459.20720824745,74434.15001632279,A
60,38,36798.17904454235,Master,38,52,39332.913220411276,East,Yearly,Books,57914.91259894771,54290.16433558068,35707.45888560423,51774.845313865386,67973.65270801548,B
33,27,43424.91140276678,High School,50,56,87183.47377309987,North,Weekly,Electronics,59769.05723375809,79190.39850608344,18343.155513606616,66730.49348482613,49180.42169430115,B
48,43,28967.62548236754,Bachelor,26,43,64312.62256962067,West,Monthly,Electronics,30669.00881461841,35857.44649920839,66293.8297675745,63353.65498099666,78461.9030104689,C
39,51,53528.012068716016,Bachelor,29,33,20253.85125362113,East,Rarely,Clothing,15520.647968517384,4634.802148480172,37890.83009868137,57876.03926634858,77994.21420523754,A
31,27,22850.73440470996,High School,54,29,42434.53742152006,West,Rarely,Clothing,34436.23546483174,40729.84630587958,31378.403901378526,41550.142715157315,27006.734002779256,A
39,64,24250.60477539168,Master,57,49,58571.04849687984,North,Weekly,Food,57596.80868529483,60701.70139580339,26827.924777540782,102039.93581892125,49804.409154618705,C
32,63,88323.84799731309,Master,21,18,42513.80115730367,East,Rarely,Books,67005.4849316655,64052.848625988,45056.011466860065,32221.651849628055,40021.86017286845,C
63,61,46046.955559780676,High School,45,29,18191.935122347557,South,Monthly,Books,25521.216620328833,21736.92414094215,18643.010385955746,40399.355380170586,13134.83473682814,A
18,44,49865.69622202951,Bachelor,19,42,58775.72326780688,East,Rarely,Clothing,40054.6937765424,59697.77844552383,50694.39380846226,57933.23764976535,67671.8052229697,C
55,50,55452.41211982614,High School,54,38,72247.43050258681,West,Yearly,Clothing,83253.12754044782,18353.890486945158,53968.81787878299,39340.53376954121,78968.82746086147,C
34,40,47907.5945340132,High School,54,40,64036.315270262276,South,Weekly,Food,11918.51729516904,61195.088402884656,32007.233733833404,46140.399945671976,51674.628484063476,C
61,47,69529.0236135886,Bachelor,56,22,38822.88692930117,East,Rarely,Books,23904.781379140837,63461.57728323152,41749.50720077231,47853.48559380895,78653.98388444551,A
47,63,43919.25287967843,High School,62,64,64056.17813062427,North,Rarely,Books,64249.7359861358,34337.43329039834,46643.739594426384,51942.033168333044,26623.056092885505,A
45,39,42118.01259097438,High School,63,33,56858.55792245855,West,Weekly,Clothing,64618.463133687896,49338.69217855621,29626.820884170098,44683.287953176376,44560.18002910938,A
18,21,50293.072618980776,Master,25,39,66086.68557727017,West,Monthly,Food,46819.72905758844,32312.47239856394,59210.51571544338,67500.95751255428,38252.83759058451,B
53,41,97928.61862583448,Bachelor,54,38,22504.83867899894,North,Monthly,Clothing,27029.39690817884,66278.47642238377,59687.1108308477,45039.89108327528,57324.79182912133,A
61,40,70345.35419008514,High School,22,45,30872.165521936186,East,Yearly,Food,37133.36201567299,78068.52557680599,49429.62295356762,47099.252434572976,80222.28922104175,A
18,49,37893.40713969997,Master,51,63,32140.77730199774,South,Rarely,Clothing,55900.373522288224,7872.243134593824,26777.95162494489,51835.436814441586,5779.59364705957,B
22,37,41868.667241719166,Master,31,63,80585.80985636718,West,Weekly,Books,47337.0524537204,61047.15319460106,65274.25307499454,41757.66231850379,44382.56744071627,A
59,32,22075.609454468133,Master,60,38,42624.898827650075,West,Rarely,Electronics,64659.461092384816,30240.356934385334,44820.405841653184,30618.14424546569,19430.36988882675,C
35,24,24587.961416996135,Master,36,52,43873.18378113765,East,Rarely,Books,7660.340906535341,45694.66873123712,38624.22649320161,61274.4031119739,46622.57230348724,B
21,38,50453.87221793541,PhD,21,27,38553.904581987554,East,Monthly,Electronics,28313.784809513443,73558.95783188277,56073.59881997959,56326.36842223409,70932.57804299393,B
34,25,82035.71308538628,Bachelor,59,50,55079.36965631416,East,Rarely,Food,56954.88208038514,42464.70619702821,78798.62923862648,98028.47845867851,31930.971293209135,B
28,63,51164.34598415331,High School,25,51,26381.669092266176,East,Rarely,Electronics,65164.12026988073,64693.58665559918,33602.12884725745,54487.97900369682,45042.63208661422,C
60,54,38509.61014692545,High School,60,24,64678.530269738985,South,Rarely,Books,75303.57520658599,23260.136796699444,52925.452556966884,68071.97886485691,36158.094559706646,C
52,22,56242.18925079739,Bachelor,20,30,85077.94731811827,East,Yearly,Food,19042.05781904574,13507.206530898802,60757.30873617166,28348.937433924217,31777.534979965683,B
40,40,72670.93088531886,PhD,45,61,41811.005379816284,North,Rarely,Clothing,30060.429746094138,57305.66654531474,83914.2244639255,77445.96542722805,28351.052456131732,A
62,23,33688.98985648525,Master,26,45,41811.028725527045,South,Weekly,Electronics,70883.3133717116,39078.95606159189,77182.01667957229,15741.027054964929,4531.951113899806,B
19,47,52743.37715715393,Master,27,58,64129.30533156864,East,Rarely,Food,40983.848348988795,46826.457399049345,45632.33477392153,53322.76489803488,48834.29742487269,C
35,43,20907.126810862086,PhD,40,57,63859.67013684404,East,Rarely,Electronics,64994.33261449738,76175.96007331485,56597.30469246591,25866.761151191782,88900.93216200755,A
60,57,28594.19568267398,PhD,44,36,48345.67499395566,East,Monthly,Books,53566.212866040434,30576.02097907221,78281.61167007912,79462.5179118014,57112.761212885176,B
38,31,59315.25578757206,Master,28,36,60135.07319982346,East,Monthly,Books,38097.54487091401,36224.42158744007,43801.708579852944,65688.81519394291,52740.70462745155,B
33,50,24596.21823921669,Master,48,47,44759.91088770112,South,Rarely,Electronics,40998.93846664456,52403.154467043256,73433.10086912592,27244.494391882687,22757.337754183834,B
63,57,32754.427870998505,PhD,30,24,46826.11049897918,East,Yearly,Books,53677.49637169073,69567.9216583449,73945.81166019288,74758.18115028572,48858.64203836522,A
20,37,47760.935242922846,Master,25,59,42860.39549931895,South,Monthly,Books,44037.72332781518,32335.846260975148,83816.52607477724,54265.86597423636,53683.486865229184,A
55,48,49490.40249920918,High School,49,28,45628.90532504972,South,Monthly,Books,67409.94284050888,42413.531853596374,30336.489883099428,43831.7797573419,62007.05623273214,A
37,37,55991.082492813584,Master,35,46,52168.48331529544,East,Monthly,Electronics,63512.61631503396,34994.39592258245,42994.732945425385,40726.46980522584,29572.95529430762,B
20,36,7021.1469178931075,PhD,40,55,36781.079236228456,East,Rarely,Electronics,56333.78637153603,35250.32762920708,55582.95609267028,8442.80923695406,62285.11236965602,B
25,48,7315.210735296394,Bachelor,21,61,47847.68185718019,South,Rarely,Electronics,80940.24979490635,40865.88332646515,47877.69976464741,66271.43165098544,57417.14963104987,C
46,56,25944.74618609914,High School,31,22,43162.32926418699,South,Rarely,Electronics,53404.47408408349,30714.070361711398,64778.52795367351,73848.92080653139,31476.78994013661,B
46,57,76312.31433014732,Master,46,41,53830.80950815718,East,Rarely,Food,53894.68303349509,47063.814771787824,59618.57912473398,63451.631900141845,29358.07926186841,A
39,25,32162.49794250975,High School,50,61,69146.33160281784,East,Weekly,Clothing,40348.42170245591,85890.0401773807,61664.112274379506,58873.09114649005,6250.873483105497,A
28,29,67879.74257912952,High School,58,29,54202.88407128728,South,Rarely,Clothing,33929.61284735758,54798.63520623426,40091.35767734894,67529.40746584839,52668.43447824243,A
53,28,42562.08233429861,PhD,46,35,64360.01889524484,South,Rarely,Food,28243.402536867536,30793.331618875367,37132.55533740479,79196.16731071721,45302.97849076314,A
61,60,32854.93458059091,Master,22,30,74683.01671143837,North,Monthly,Books,48810.85527280346,14909.947329841896,24480.2868717173,45798.26804539577,53310.1543205996,A
29,45,90639.8644586029,PhD,41,50,81051.49223672537,North,Weekly,Books,81632.50342806242,44039.86670728297,69967.53096531479,117637.18382843249,49570.14985016577,A
60,24,66050.93509531426,Master,35,47,64544.782256747894,South,Weekly,Electronics,58639.9093916494,56452.0569309705,40449.80605948181,27707.419068708994,16342.515552046185,B
58,18,46567.781227092106,Master,27,62,45461.01492207931,South,Rarely,Books,41745.825308539235,52683.832068559765,38027.28709826874,100018.94593689262,53923.56474876209,A
37,29,66972.5150749836,Master,28,43,42028.80388919619,South,Monthly,Clothing,8132.525411981987,81490.87272575212,59905.8997495703,50659.0439126341,38835.16631491576,C
23,24,48303.72543576324,PhD,39,29,96386.9003519044,South,Monthly,Clothing,85240.42668410944,49730.322294800375,51015.279710018454,45210.30930926131,31341.267014849105,C
39,54,58857.038317355196,High School,26,26,78929.88679148158,East,Monthly,Books,48890.86590371745,33774.10741300219,39286.57009692204,21568.75815006939,22489.000599304676,B
59,20,36762.12851423065,Bachelor,30,34,58012.29274748063,South,Weekly,Books,78560.1247617608,27947.211995423015,52950.42124987343,64986.87984243788,34060.44369505398,A
19,26,76219.85505158249,Bachelor,48,20,42254.31257319521,North,Yearly,Books,72865.26743561613,15199.918008353823,73874.23212791319,60299.05801961788,24054.307932195323,C
48,58,35413.41578776874,Bachelor,36,58,31249.156458799232,North,Rarely,Electronics,31954.8555877049,75077.72504294352,57365.85098119234,66349.05927608628,60624.289414431296,A
31,31,18671.255168189957,Master,53,47,35187.40961727252,South,Weekly,Electronics,61027.99256085732,74576.61852197045,22998.047891381342,27941.538975796004,11650.681886704173,A
25,31,40942.77562602499,High School,55,46,38735.402312526436,North,Weekly,Clothing,60646.60544015514,39625.77237752113,45871.38147966159,5673.559622804809,73306.11061626121,A
20,20,55446.50151792023,High School,26,19,87961.28095367808,North,Weekly,Food,48721.19788969815,23309.62422619037,38892.96949221423,71099.31651150103,78775.44899892391,C
20,46,71200.20422398073,Bachelor,24,64,87030.9794388513,West,Yearly,Electronics,48055.68167308953,39061.73139044067,63616.79141190476,38939.80198861097,40530.46572188915,C
31,39,63748.52106930177,PhD,45,60,44551.48621834717,South,Yearly,Food,21236.37104521864,50853.670483343696,9275.80413231282,72968.06010756358,56627.305770197054,A
33,40,37149.68999375437,Bachelor,43,44,36579.14958905816,East,Weekly,Books,42074.52672899375,68509.87460328978,63987.30823803321,48521.5075490676,46046.59750396599,A
40,18,44981.58378427032,High School,50,28,37543.72923024972,West,Rarely,Electronics,47435.21768644759,57973.465603732155,77082.03928748592,18279.190886004584,38042.82894614458,B
58,58,70185.70277971521,Master,31,45,69683.16343771364,North,Yearly,Electronics,83122.70971832552,62415.09179186876,40211.281112411125,66328.9456795335,17788.77403643346,A
64,21,39296.44201386803,High School,24,26,76064.33891427222,East,Weekly,Books,42153.0494414315,97418.99845204726,50988.143177181744,71928.17597611336,15556.961421158194,C
64,33,5169.520929750906,PhD,43,60,77821.5593127853,North,Rarely,Clothing,17086.752916377343,51493.4370732472,70071.2160021079,35928.53479797811,53918.81593250631,B
52,61,49735.49719568576,Master,41,40,14617.550296299938,North,Monthly,Food,66098.35107862478,52895.75098150656,50731.042688639296,59749.46816404745,47780.81550440711,C
38,55,32844.764485170555,High School,33,45,46928.56750710583,West,Yearly,Clothing,49546.98296775461,27209.469466207458,67279.90027540317,64087.46632133992,57400.77088415304,A
28,40,35899.41711932078,Bachelor,60,49,47024.880785894464,West,Weekly,Books,62592.0815226863,47368.26422349527,79820.94507208586,34924.09377973662,30396.57655419895,A
29,32,14841.082174390991,High School,18,46,33869.28172259283,North,Yearly,Electronics,42222.42514647246,72653.67100987467,25316.807983436243,47480.115967760445,45086.819957204214,B
58,36,49043.38756188358,PhD,44,24,62406.68405374186,East,Weekly,Books,65025.33600979822,26701.87542429463,72144.70277709847,60801.07861463303,67166.73442572606,B
34,49,5124.875756856629,Master,25,45,8424.07557635208,South,Monthly,Books,53721.34996693125,48083.752344501576,51993.03439266875,26859.47786265152,87568.7440933795,C
25,39,20614.657725719226,Master,29,20,88887.33548932971,West,Rarely,Electronics,43011.07452715073,39201.55372105379,40983.819896477275,80192.77942893124,75036.15902069147,C
47,47,66880.95249779652,Master,21,42,46584.60561499058,East,Weekly,Books,35255.519922221385,38537.03526050229,69498.70813677018,42094.9895738107,33517.23129921905,A
40,38,31528.574145094608,Master,48,53,55171.612841625574,South,Rarely,Food,9664.620222009034,52956.23843297969,28771.640442340464,21348.721240011517,63989.816649330634,B
39,34,42949.52981841367,High School,18,39,46686.88874007522,North,Weekly,Electronics,38200.61872986458,56389.68004447055,24920.649985005817,52642.90191288317,33043.111001096,A
53,25,73782.07976084348,Bachelor,62,34,63238.832742809696,East,Monthly,Clothing,69220.59820126349,37093.561894582395,58578.18518548969,73223.69409293405,59299.93089237506,A
46,61,55525.93144248032,Master,62,31,37013.31706763178,South,Monthly,Food,26396.703845731143,44079.437641970064,70730.08751418118,10543.695906233464,18814.37720694843,B
63,47,39087.3115178792,High School,23,20,58325.297799366585,North,Monthly,Books,39467.31029350884,41548.28529997131,52053.1660279913,57823.365320016455,32774.370948361466,C
